lnt	lnb	linreg	 k=[-1.56037686], b=4.677199096800651
0.0	4	4.677199096800651
0.3979400086720376	4	4.056262716950303
0.6532125137753436	4	3.657941407858684
0.8750612633916999	3	3.3117737532898355
1.1303337684950059	3	2.913452444198216
1.380211241711606	2	2.5235494180032765
1.6232492903979003	1	2.144318471557945
1.8721562727482925	1	1.755929776850186
2.1205739312058496	0	1.3683046118201925
2.3584900587231035	0	0.9970657926284039
2.597007550648217	0	0.6248886183322035
2.8238106633747138	0	0.2709902902270569
3.089297380317826	0	-0.14326903862788942
3.313761796292436	0	-0.4935181184467661
3.591769299538272	0	-0.9273145924750219
