t	a(t)
100	17.626810344827582
150	18.294857471264365
200	19.195122988505744
250	20.149940229885058
300	20.761189655172416
350	21.399937931034483
400	21.490916091954027
450	21.84233448275862
500	22.322142528735633
550	22.382609195402303
600	22.495495402298847
650	22.80330344827586
700	23.187305747126437
750	23.330454022988512
800	23.48636781609195
850	23.755729885057477
900	23.95608850574713
950	24.22574367816092
1000	24.433679310344825
1050	24.544101149425288
1100	24.56837816091954
1150	24.663764367816082
1200	24.74867126436781
1250	24.88347471264367
1300	25.1565551724138
1350	25.222372413793106
1400	25.316235632183908
1450	25.564096551724127
1500	25.721302298850578
1550	25.82127931034483
1600	25.905527586206905
1650	26.01526896551725
1700	26.217616091954035
1750	26.245967816091948
1800	26.30377816091954
1850	26.42259655172414
1900	26.57396551724137
1950	26.53364022988505
2000	26.48549310344827
2050	26.545948275862067
2100	26.573760919540227
2150	26.61911609195402
2200	26.63233678160919
2250	26.70671609195403
2300	26.818740229885062
2350	26.888629885057473
2400	27.01914942528736
2450	27.1135816091954
2500	27.184124137931043
2550	27.234787356321835
2600	27.287304597701144
2650	27.342865517241382
2700	27.322952873563217
2750	27.440394252873563
2800	27.56123448275863
2850	27.492734482758625
2900	27.570309195402295
2950	27.63026091954023
3000	27.68421724137932
3050	27.658479310344827
3100	27.760211494252868
3150	27.75068965517243
3200	27.80534252873564
3250	27.795266666666663
3300	27.8180172413793
3350	27.800666666666654
3400	27.851710344827588
3450	27.960714942528735
3500	27.990505747126427
3550	28.06911149425288
3600	28.107805747126438
3650	28.19366436781609
3700	28.188104597701155
3750	28.206078160919542
3800	28.26409770114942
3850	28.285099999999993
3900	28.313414942528706
3950	28.331101149425283
4000	28.395331034482755
4050	28.44958275862068
4100	28.523694252873568
4150	28.604564367816103
4200	28.637304597701153
4250	28.72158390804596
4300	28.72123563218392
4350	28.79751264367816
4400	28.742344827586205
4450	28.72153563218392
4500	28.80735287356323
4550	28.728960919540228
4600	28.73650689655172
4650	28.693378160919544
4700	28.757021839080455
4750	28.80023793103448
4800	28.8227724137931
4850	28.88934022988508
4900	28.846698850574718
4950	28.84675632183908
