t	a(t)
10	8.883380756013743
60	10.278246563573886
110	11.080371821305834
160	11.529787285223373
210	12.017855670103094
260	12.40427611683849
310	12.709524914089343
360	12.976782130584194
410	13.216623367697586
460	13.458534707903787
510	13.67150395189003
560	13.82522560137457
610	13.930864261168391
660	14.070461512027487
710	14.237540206185576
760	14.350305154639175
810	14.47814639175258
860	14.595923367697589
910	14.672286082474228
960	14.74389656357388
1010	14.846911855670113
1060	14.942807216494838
1110	15.009688831615108
1160	15.122381099656364
1210	15.19348917525774
1260	15.235793986254272
1310	15.254272164948453
1360	15.290025773195879
1410	15.330129896907222
1460	15.385460996563586
1510	15.478260309278356
1560	15.53358041237113
1610	15.6000910652921
1660	15.646707044673525
1710	15.706416838487984
1760	15.768366151202748
1810	15.813643298969069
1860	15.86535171821304
1910	15.890307388316142
1960	15.942912886597918
2010	16.022729381443295
2060	16.072877835051532
2110	16.11569759450174
2160	16.158965292096216
2210	16.18639621993126
2260	16.225131099656355
2310	16.280476116838496
2360	16.347465979381436
2410	16.37564467353951
2460	16.417354123711345
2510	16.41085378006873
2560	16.314206357388322
2610	16.34006254295533
2660	16.388166494845375
2710	16.38863281786941
2760	16.408173711340194
2810	16.434332989690716
2860	16.456960996563552
2910	16.495051718213052
2960	16.5087092783505
3010	16.545873195876304
3060	16.597962886597934
3110	16.63411563573886
3160	16.67816615120275
3210	16.686708247422683
3260	16.71812491408934
3310	16.743088316151198
3360	16.793243127147775
3410	16.818482130584183
3460	16.864964089347072
3510	16.882986082474236
3560	16.915567353951882
3610	16.9271768041237
3660	16.959552061855668
3710	16.969353780068747
3760	16.989235567010326
3810	17.01921701030928
3860	17.02659793814432
3910	17.059314948453615
3960	17.088454982817872
4010	17.099162199312712
4060	17.124676116838483
4110	17.147563230240547
4160	17.175808419243975
4210	17.21601632302405
4260	17.22972457044672
4310	17.23120017182133
4360	17.25104948453608
4410	17.27100670103091
4460	17.257944501718224
4510	17.28404450171821
4560	17.308313745704474
4610	17.321478522336754
4660	17.3517378006873
4710	17.381273195876272
4760	17.38185068728523
4810	17.40470704467355
4860	17.41556305841923
4910	17.451876975945012
4960	17.472907903780058
5010	17.50326752577317
5060	17.515171821305852
5110	17.533237628865983
5160	17.549663230240544
5210	17.561833848797264
5260	17.54601357388315
5310	17.559952405498283
5360	17.586394158075603
5410	17.600741924398626
5460	17.628113230240576
5510	17.640227835051537
5560	17.65206288659793
5610	17.663441752577327
5660	17.658295532646026
5710	17.677458934707893
5760	17.689033333333327
5810	17.69991305841925
5860	17.708117182130582
5910	17.72801048109965
5960	17.740392096219942
6010	17.738907044673528
6060	17.756699828178686
6110	17.771725773195886
6160	17.795695360824777
6210	17.82659553264607
6260	17.85607302405498
6310	17.849069759450177
6360	17.859380068728505
6410	17.857817869415808
6460	17.863530584192443
6510	17.878701718213065
6560	17.895418728522316
6610	17.912599999999998
6660	17.92004140893472
6710	17.942546048109982
6760	17.951289518900335
6810	17.96525068728523
6860	17.982538831615116
6910	17.992002233676967
6960	17.998460137457037
7010	18.011698625429574
7060	18.0163939862543
7110	18.03847749140893
7160	18.056199484536112
7210	18.071300515463914
7260	18.071159965635736
7310	18.0889647766323
7360	18.103025601374572
7410	18.11916168384879
7460	18.131963058419252
7510	18.15278969072168
7560	18.174369415807544
7610	18.18677611683847
7660	18.20268230240549
7710	18.22062491408934
7760	18.235432646048103
7810	18.242333333333324
7860	18.258020274914095
7910	18.27658556701031
7960	18.28618470790377
8010	18.297203951890047
8060	18.30756649484535
8110	18.3190536082474
8160	18.327784364261188
8210	18.34801649484536
8260	18.35390085910652
8310	18.36199948453607
8360	18.371242096219937
8410	18.385306357388313
8460	18.393784020618558
8510	18.41277835051545
8560	18.43105652920961
8610	18.44316804123711
8660	18.454528178694165
8710	18.466337628865947
8760	18.47767680412371
8810	18.49017113402061
8860	18.49289621993127
8910	18.504008934707915
8960	18.506426804123695
9010	18.499362027491415
9060	18.52075412371135
9110	18.5296589347079
9160	18.546213745704453
9210	18.557033848797243
9260	18.571833333333338
9310	18.58083676975946
9360	18.5931475945017
9410	18.609449656357373
9460	18.62442869415805
9510	18.641911683848793
9560	18.647233161512005
9610	18.65657766323023
9660	18.675002233676963
9710	18.684810652920966
9760	18.686005670103125
9810	18.695967010309293
9860	18.706312371134008
9910	18.704698453608255
9960	18.716691065292093
10010	18.725950859106515
10060	18.730629381443304
10110	18.74208195876289
10160	18.735736597938136
10210	18.74599123711339
10260	18.760235738831618
10310	18.775120446735375
10360	18.789254982817887
10410	18.79061494845364
10460	18.80393505154641
10510	18.812436426116832
10560	18.827045704467377
10610	18.833829896907222
10660	18.83756305841926
10710	18.847224742268057
10760	18.858868384879727
10810	18.872282817869447
10860	18.883589003436423
10910	18.89622474226804
10960	18.907968213058403
11010	18.92038694158075
11060	18.9277967353952
11110	18.93365910652921
11160	18.943105326460497
11210	18.95676735395191
11260	18.94784914089347
11310	18.959069243986256
11360	18.977364432989674
11410	18.980780068728517
11460	18.9832056701031
11510	18.991036426116825
11560	19.002610652920986
11610	19.012041237113404
11660	19.020547594501725
11710	19.025051890034355
11760	19.01981838487974
11810	19.021172336769748
11860	19.02665841924399
11910	19.028445532646064
11960	19.037917010309265
12010	19.03887542955327
12060	19.049547250859113
12110	19.060073024054976
12160	19.061802233676968
12210	19.066417697594513
12260	19.07661048109968
12310	19.08604295532646
12360	19.093207216494857
12410	19.095880927835076
12460	19.104027147766335
12510	19.097890378006863
12560	19.108899140893463
12610	19.08840910652921
12660	19.09871993127146
12710	19.102808247422672
12760	19.102708419243996
12810	19.10727302405498
12860	19.110803951890045
12910	19.116573195876313
12960	19.111530927835066
13010	19.10278350515463
13060	19.11012749140894
13110	19.122959106529215
13160	19.12727422680413
13210	19.128662714776613
13260	19.139996735395187
13310	19.14738814432989
13360	19.156619931271482
13410	19.158489003436426
13460	19.16299948453606
13510	19.169223883161543
13560	19.177113573883155
13610	19.182784020618538
13660	19.18324621993128
13710	19.19378144329898
13760	19.200454295532662
13810	19.207290378006892
13860	19.212656013745722
13910	19.215126116838487
13960	19.22213659793814
14010	19.224712371134032
14060	19.22642250859107
14110	19.237672852233665
14160	19.244853780068706
14210	19.253588144329903
14260	19.2634797250859
14310	19.26875979381444
14360	19.275624054982824
14410	19.26883419243986
14460	19.276943814432965
14510	19.283497422680416
14560	19.27858934707905
14610	19.284085395189003
14660	19.284595360824753
14710	19.287877663230237
14760	19.294658419243984
14810	19.296085051546402
14860	19.307123195876297
14910	19.3140735395189
14960	19.32206116838488
15010	19.329276975945024
15060	19.332551202749134
15110	19.341454123711326
15160	19.344207388316153
15210	19.35189398625428
15260	19.36061855670104
15310	19.367872852233692
15360	19.379000000000005
15410	19.388760652920933
15460	19.391696907216488
15510	19.39722680412372
15560	19.401835567010295
15610	19.40609793814431
15660	19.40598642611683
15710	19.411154123711363
15760	19.41814364261169
15810	19.421609793814437
15860	19.425817869415795
15910	19.422855154639166
15960	19.430322164948457
16010	19.436627319587632
16060	19.442496048109962
16110	19.450076116838485
16160	19.458755154639167
16210	19.461015463917526
16260	19.47020120274917
16310	19.471695017182135
16360	19.473062542955304
16410	19.481511512027485
16460	19.483984536082477
16510	19.488922164948473
16560	19.491171477663244
16610	19.502914604811007
16660	19.512622680412377
16710	19.51132577319587
16760	19.516579381443286
16810	19.52675532646045
16860	19.543076460481107
16910	19.549908591065304
16960	19.560707216494855
17010	19.563458762886604
17060	19.571569931271476
17110	19.574985395188996
17160	19.582818384879733
17210	19.585208419243997
17260	19.58560773195876
17310	19.589003951890035
17360	19.59511580756016
17410	19.605842955326473
17460	19.60839879725086
17510	19.613897594501726
17560	19.61875137457046
17610	19.620819759450175
17660	19.626440549828178
17710	19.62111683848796
17760	19.6314855670103
