t	a(t)
50	14.52080466666668
100	15.902717999999995
150	16.80425100000001
200	17.645354666666673
250	18.36111733333335
300	18.837265333333335
350	19.220933666666664
400	19.62064366666667
450	19.86053566666668
500	20.17836633333333
550	20.547082000000007
600	20.868497666666663
650	21.05834533333333
700	21.371310333333334
750	21.633709666666654
800	21.80067833333333
850	21.972803333333342
900	22.123186666666665
950	22.23973433333334
1000	22.423803333333336
1050	22.605296333333328
1100	22.74706633333334
1150	22.830969666666675
1200	22.905916000000005
1250	23.021753333333347
1300	23.083527666666658
1350	23.157750666666658
1400	23.23269966666667
1450	23.342913999999997
1500	23.49502666666667
1550	23.590142000000004
1600	23.73463833333332
1650	23.77672566666665
1700	23.875385666666677
1750	23.88299199999999
1800	23.985058333333345
1850	24.091074666666664
1900	24.204504000000007
1950	24.301371000000003
2000	24.393657666666684
2050	24.436239333333333
2100	24.516519999999993
2150	24.640045333333333
2200	24.658969000000006
2250	24.732679666666662
2300	24.722938333333342
2350	24.76224533333333
2400	24.81030933333333
2450	24.913777333333318
2500	24.94382099999998
2550	25.007655666666675
2600	25.05319399999999
2650	25.106719333333324
2700	25.10583966666667
2750	25.12047633333334
2800	25.196552999999998
2850	25.24140900000003
2900	25.27911333333332
2950	25.31269033333332
3000	25.358501666666665
3050	25.40929199999999
3100	25.469792666666674
3150	25.510082666666662
3200	25.573248333333314
3250	25.60967566666666
3300	25.629308333333327
3350	25.652034000000004
3400	25.666996666666666
3450	25.692681666666672
3500	25.70774633333332
3550	25.76876900000001
3600	25.79303100000001
3650	25.798270666666674
3700	25.847079666666634
3750	25.86070233333333
3800	25.907508333333336
3850	25.95074866666665
3900	25.965436999999994
3950	25.979716000000007
4000	26.00608899999999
4050	26.05521633333333
4100	26.066412666666672
4150	26.09353333333332
4200	26.115563000000005
4250	26.175225333333344
4300	26.204062333333333
4350	26.24270433333333
4400	26.290489999999984
4450	26.339485
4500	26.363370999999997
4550	26.375781000000007
4600	26.397870999999977
4650	26.414013000000004
4700	26.424250333333344
4750	26.434667333333344
4800	26.480535666666682
4850	26.52902333333333
4900	26.552526333333336
4950	26.604297000000003
5000	26.64507233333333
5050	26.672496666666675
5100	26.693240999999986
5150	26.703208999999998
5200	26.694366333333335
5250	26.705901
5300	26.706083000000014
5350	26.73054700000001
5400	26.741521666666657
5450	26.759208666666677
5500	26.76659733333332
5550	26.805609333333337
5600	26.84320633333334
5650	26.905324666666655
5700	26.953681999999986
5750	26.99369233333334
5800	27.03279433333333
5850	27.057873999999988
5900	27.11625333333333
5950	27.12267833333333
6000	27.148161000000012
6050	27.16861233333335
6100	27.205033000000004
6150	27.199344666666683
6200	27.227283666666676
6250	27.244428333333353
6300	27.242344333333342
6350	27.265518333333354
6400	27.294350666666666
6450	27.30405133333336
6500	27.34054266666667
6550	27.37516900000001
6600	27.37806233333332
6650	27.395531666666667
6700	27.43417766666665
6750	27.430312333333333
6800	27.453033333333316
6850	27.48727166666667
6900	27.502093999999985
6950	27.489673999999976
7000	27.497753666666654
7050	27.532365333333345
7100	27.540894333333338
7150	27.544975
7200	27.572109000000008
7250	27.600823666666688
7300	27.614175333333325
7350	27.61854533333335
7400	27.623186333333337
7450	27.632645999999998
7500	27.655361999999986
7550	27.690235333333348
7600	27.68140933333332
7650	27.711151666666677
7700	27.713376666666694
7750	27.742184333333306
7800	27.732433333333326
7850	27.750087999999977
7900	27.758985333333317
7950	27.77756633333335
8000	27.77643633333331
8050	27.80277899999999
8100	27.827609666666667
8150	27.824767333333313
8200	27.833984333333344
8250	27.864879000000002
8300	27.89376633333334
8350	27.915000000000013
8400	27.92422700000001
8450	27.96131533333333
8500	27.963775666666677
8550	27.981637333333328
8600	27.99689800000001
8650	28.02070233333332
8700	28.022608
8750	28.034187000000003
8800	28.05492033333333
8850	28.074843
8900	28.08563900000001
8950	28.08393833333331
9000	28.090575000000015
9050	28.110325999999986
9100	28.125940333333354
9150	28.15236466666669
9200	28.182272333333344
9250	28.202548999999987
9300	28.23509866666666
9350	28.241693999999978
9400	28.221077666666666
9450	28.239718333333336
9500	28.24663266666667
9550	28.270159666666647
9600	28.278633333333353
9650	28.30311699999999
9700	28.315496333333314
9750	28.336193
9800	28.347386999999998
9850	28.352510333333353
9900	28.36458499999998
9950	28.36347666666666
10000	28.387229
10050	28.382732000000008
10100	28.39243500000001
10150	28.401848333333326
10200	28.42613266666667
10250	28.437692333333324
10300	28.449226666666654
10350	28.457211999999995
10400	28.48504733333332
10450	28.496339333333307
10500	28.51227633333334
10550	28.511733999999986
10600	28.52538133333331
10650	28.54349733333333
10700	28.572738333333316
10750	28.583022
10800	28.600032999999996
10850	28.61941966666666
10900	28.642434333333345
10950	28.657877000000003
11000	28.669461666666685
11050	28.674962666666687
11100	28.695525333333354
11150	28.71172033333333
11200	28.739298333333338
11250	28.74807866666665
11300	28.759786999999996
11350	28.768577333333354
11400	28.78750533333334
11450	28.798152333333316
11500	28.814661666666645
11550	28.830930000000013
11600	28.839349999999996
11650	28.858251000000006
11700	28.882030666666683
11750	28.897115999999986
11800	28.899122333333345
11850	28.892711333333313
11900	28.919538333333325
11950	28.942530333333348
12000	28.953287333333336
12050	28.971210333333342
12100	28.969206999999983
12150	28.985560666666668
12200	28.97861133333332
12250	28.990487666666667
12300	28.995147666666664
12350	29.00840166666666
12400	29.021551666666674
12450	29.017523000000008
12500	29.029214666666654
12550	29.042647333333328
12600	29.06472066666666
12650	29.08838033333334
12700	29.101407333333324
12750	29.104141999999985
12800	29.123248999999984
12850	29.139281666666665
12900	29.140813666666677
12950	29.147871333333345
13000	29.15889799999998
13050	29.17099166666665
13100	29.17972966666665
13150	29.192885999999987
13200	29.21794833333332
13250	29.222908666666676
13300	29.22395199999998
13350	29.239648333333353
13400	29.258069666666657
13450	29.26446033333333
13500	29.275987333333347
13550	29.279307333333332
13600	29.277316666666664
13650	29.27027066666666
13700	29.291230999999996
13750	29.284631333333344
13800	29.28481233333331
13850	29.299097000000003
13900	29.316388999999994
13950	29.325508999999983
14000	29.333763000000012
14050	29.344419000000016
14100	29.350396999999994
14150	29.358768666666663
14200	29.383187000000003
14250	29.387848000000012
14300	29.405511999999998
14350	29.417221000000016
14400	29.42585866666668
14450	29.432435000000005
14500	29.444084999999983
14550	29.45661333333333
14600	29.483099000000013
14650	29.495279000000004
14700	29.49982666666666
14750	29.497843333333336
14800	29.51334033333332
14850	29.508645000000026
14900	29.512681666666666
14950	29.51751933333332
15000	29.53097833333332
15050	29.546972666666655
15100	29.56409033333333
15150	29.59260266666668
15200	29.607515333333353
15250	29.620351999999997
15300	29.615802333333335
15350	29.63609066666666
15400	29.64758366666667
15450	29.65750100000001
15500	29.65853766666667
15550	29.682386666666673
15600	29.686715333333346
15650	29.6862143333333
15700	29.70797066666667
15750	29.724753999999987
15800	29.739601333333333
15850	29.750546999999987
15900	29.74104433333333
15950	29.75343533333333
16000	29.750167666666663
16050	29.758484333333346
16100	29.762002666666692
16150	29.764783333333355
16200	29.777805666666662
16250	29.78997666666668
16300	29.79535133333331
16350	29.80198433333332
16400	29.811488000000008
16450	29.81425166666666
16500	29.80879633333336
16550	29.823539999999994
16600	29.830401000000013
16650	29.843343666666648
16700	29.85389433333331
16750	29.852292999999996
16800	29.859031666666677
16850	29.87503333333331
16900	29.89607800000001
16950	29.902307
17000	29.91529966666665
17050	29.91848233333336
17100	29.932221333333345
17150	29.94727766666666
17200	29.96505266666667
17250	29.95705566666668
17300	29.955368333333322
17350	29.957639666666655
17400	29.96473766666668
17450	29.983203999999994
17500	29.982011000000007
17550	29.992249666666655
17600	29.98940833333334
17650	29.989332666666655
17700	30.000650666666687
17750	30.019675999999986
17800	30.032521666666664
17850	30.048510666666672
17900	30.063130666666645
17950	30.06629966666668
18000	30.077043333333318
18050	30.089627333333308
18100	30.098590666666666
18150	30.106272333333326
18200	30.10981000000001
18250	30.119937999999994
18300	30.136130333333345
18350	30.144304333333324
18400	30.138369000000015
18450	30.14929866666666
18500	30.15626066666669
18550	30.166621333333328
18600	30.17408833333334
18650	30.186479999999975
18700	30.196088333333325
18750	30.20371800000001
18800	30.215882
18850	30.222942333333346
18900	30.227793666666646
18950	30.232437333333348
19000	30.243150333333336
19050	30.247807999999992
19100	30.244690666666646
19150	30.26553766666666
19200	30.267471000000004
19250	30.263400666666676
19300	30.275294000000006
19350	30.272411999999974
19400	30.28008233333334
19450	30.28277633333333
19500	30.286473666666662
19550	30.298106333333354
19600	30.298670000000016
19650	30.29450166666668
19700	30.292748333333325
19750	30.300220999999997
19800	30.313543333333353
19850	30.32794233333334
19900	30.346882333333355
19950	30.35124233333333
20000	30.36568099999999
20050	30.364197333333315
20100	30.375396666666667
20150	30.381647000000005
20200	30.389693
20250	30.40187266666669
20300	30.415038000000003
20350	30.411313666666665
20400	30.411535999999984
20450	30.40665400000001
20500	30.39915066666668
20550	30.412119999999977
20600	30.42046799999999
20650	30.42350266666667
20700	30.408383666666694
20750	30.412098999999987
20800	30.41910566666665
20850	30.427360666666676
20900	30.441387000000013
20950	30.4530416666667
21000	30.445491000000015
21050	30.45181700000001
21100	30.456591666666657
21150	30.458608999999996
21200	30.46266666666667
21250	30.467167666666672
21300	30.479826333333335
21350	30.501566333333333
21400	30.508478333333333
21450	30.50968833333337
21500	30.51511199999999
21550	30.526390666666696
21600	30.536264
21650	30.531781333333328
21700	30.53469266666665
21750	30.542543
21800	30.545925
21850	30.546638000000016
21900	30.548515666666663
21950	30.550660333333294
22000	30.554723666666664
22050	30.555764
22100	30.562572000000014
22150	30.567271999999992
22200	30.581159999999993
22250	30.588609999999996
22300	30.595187333333335
22350	30.606086000000015
22400	30.606370666666656
22450	30.603879666666653
22500	30.6083396666667
22550	30.618241666666673
22600	30.628594333333325
22650	30.64433133333334
22700	30.652917000000024
22750	30.664356333333338
22800	30.673697666666644
22850	30.67967866666667
22900	30.676137333333365
22950	30.68829700000001
23000	30.697249333333335
23050	30.708695333333303
23100	30.720310999999995
23150	30.720345000000016
23200	30.724170999999988
23250	30.725320333333336
23300	30.73535799999999
23350	30.740434333333347
23400	30.745369666666665
23450	30.74209866666666
23500	30.749492000000014
23550	30.758393333333334
23600	30.766686333333322
23650	30.766417999999987
23700	30.770549999999968
23750	30.782494333333315
23800	30.794607666666664
23850	30.810430999999983
23900	30.81959366666665
23950	30.805688999999983
24000	30.805425999999965
24050	30.809470333333344
24100	30.820112000000027
24150	30.82477766666667
24200	30.833455666666687
24250	30.828714666666656
24300	30.832834666666677
24350	30.845923666666653
24400	30.835891999999987
24450	30.841597000000014
24500	30.850470999999967
24550	30.853687000000008
24600	30.859874666666645
24650	30.86189766666667
24700	30.876547333333328
24750	30.884318333333358
24800	30.89273699999999
24850	30.90231566666669
24900	30.887872
24950	30.880289333333323
