k	v	lnk	lnv	linreg	 k=-2.35, b=12.01
1.258	122570508138.67499	0.09968064110925012	11.088385986549405	11.772689028103681
1.907	82965128652.99406	0.28035069304600563	10.918895590980425	11.34798698379701
2.891	42788529885.01573	0.46104809167065786	10.631327365385701	10.92322065548682
4.381	39516452384.13401	0.6415732531781754	10.59677794858888	10.498859205876604
6.642	14821577656.717821	0.8222988712623664	10.17089443381469	10.07402654193399
10.069	5203038430.493607	1.002986340856785	9.716257033678023	9.649283553847555
15.262	2254992171.841149	1.1836114492184324	9.353145038572253	9.224687158640014
23.136	870112977.2290506	1.3642882756144368	8.939575645953843	8.799969189576245
35.071	418282278.2442274	1.5449481493514254	8.621469464810655	8.375291071217468
53.163	166755644.25772104	1.7256094802971056	8.222080542609561	7.950609527390531
80.588	64838097.36541378	1.9062703777631957	7.811830262255666	7.525929002546353
122.162	26389490.770990077	2.086936134246905	7.421431009868296	7.101237055583822
185.18	9122254.162145214	2.2675940797612917	6.960102168286355	6.676563469908087
280.709	3491158.540928312	2.448256337065068	6.542969571497338	6.251879748486286
425.519	1159914.1900500352	2.6289189566907147	6.06442586149742	5.827195175352553
645.031	439343.0096251342	2.8095805872018054	5.642803720744376	5.402512927335625
977.783	99364.75331550134	2.990242482231996	4.997232358691163	4.977830057512253
1482.189	29016.17122965006	3.1709035858454504	4.462640105429862	4.553149048076378
2246.804	9576.243943634643	3.351565188382127	3.9811952006841747	4.128466865819052
3405.859	5773.392655020737	3.5322266645339564	3.7614310953662504	3.7037849806552536
5162.835	1653.9105783568227	3.7128882455712247	3.2185120249408166	3.2791028489367005
7826.178	59.60910902970812	3.8935497213487986	1.7753126305298117	2.8544209646526664
